"","franchID","year","WAR"
"LAD65","LAD",1968,32.9
"LAD66","LAD",1969,41.7
"LAD67","LAD",1970,37.3
"LAD68","LAD",1971,42.6
"LAD69","LAD",1972,45.4
"LAD70","LAD",1973,45.1
"LAD71","LAD",1974,60.7
"LAD72","LAD",1975,52.6
"LAD73","LAD",1976,42.1
"LAD74","LAD",1977,55
"LAD75","LAD",1978,52
"LAD76","LAD",1979,43.5
"LAD77","LAD",1980,44.2
"LAD78","LAD",1981,32.7
"LAD79","LAD",1982,51.2
"LAD80","LAD",1983,43.2
"LAD81","LAD",1984,37.1
"LAD82","LAD",1985,50.4
"LAD83","LAD",1986,32.3
"LAD84","LAD",1987,32
"LAD85","LAD",1988,41.4
"LAD86","LAD",1989,37.6
"LAD87","LAD",1990,42.4
"LAD88","LAD",1991,40.7
"LAD89","LAD",1992,25.3
"LAD90","LAD",1993,30
"LAD91","LAD",1994,22.1
"LAD92","LAD",1995,39.5
"LAD93","LAD",1996,38.2
"LAD94","LAD",1997,37.7
"LAD95","LAD",1998,34.5
"LAD96","LAD",1999,36.8
"LAD97","LAD",2000,43.3
"LAD98","LAD",2001,37
"LAD99","LAD",2002,42.1
"LAD100","LAD",2003,40.9
"LAD101","LAD",2004,47.2
"LAD102","LAD",2005,29.4
"LAD103","LAD",2006,43.4
"LAD104","LAD",2007,41.8
"LAD105","LAD",2008,42.9
"LAD106","LAD",2009,47.7
"LAD107","LAD",2010,35.2
"LAD108","LAD",2011,43.1
"LAD109","LAD",2012,41.1
"LAD110","LAD",2013,52.7
"LAD111","LAD",2014,52.3
"LAD112","LAD",2015,50.2
"LAD113","LAD",2016,50.5
"LAD114","LAD",2017,58.2
"MIL","MIL",1969,20.4
"MIL1","MIL",1970,27.2
"MIL2","MIL",1971,25.7
"MIL3","MIL",1972,24.7
"MIL4","MIL",1973,30.7
"MIL5","MIL",1974,26
"MIL6","MIL",1975,17.2
"MIL7","MIL",1976,17.5
"MIL8","MIL",1977,21.2
"MIL9","MIL",1978,49.7
"MIL10","MIL",1979,42.7
"MIL11","MIL",1980,42.5
"MIL12","MIL",1981,22.7
"MIL13","MIL",1982,47.6
"MIL14","MIL",1983,34.6
"MIL15","MIL",1984,21.1
"MIL16","MIL",1985,17
"MIL17","MIL",1986,23.5
"MIL18","MIL",1987,37.6
"MIL19","MIL",1988,33.8
"MIL20","MIL",1989,26.4
"MIL21","MIL",1990,27.6
"MIL22","MIL",1991,28.8
"MIL23","MIL",1992,35.7
"MIL24","MIL",1993,22.8
"MIL25","MIL",1994,18.9
"MIL26","MIL",1995,18.7
"MIL27","MIL",1996,27.5
"MIL28","MIL",1997,29
"MIL29","MIL",1998,27.9
"MIL30","MIL",1999,29.3
"MIL31","MIL",2000,25.7
"MIL32","MIL",2001,23.5
"MIL33","MIL",2002,21.1
"MIL34","MIL",2003,22.3
"MIL35","MIL",2004,33.8
"MIL36","MIL",2005,39.3
"MIL37","MIL",2006,35.8
"MIL38","MIL",2007,45.6
"MIL39","MIL",2008,40.9
"MIL40","MIL",2009,31.9
"MIL41","MIL",2010,39.3
"MIL42","MIL",2011,50.9
"MIL43","MIL",2012,46.9
"MIL44","MIL",2013,33
"MIL45","MIL",2014,35.3
"MIL46","MIL",2015,26.6
"MIL47","MIL",2016,28.7
"MIL48","MIL",2017,37.4
"WSN","WSN",1969,20.4
"WSN1","WSN",1970,28.2
"WSN2","WSN",1971,23.2
"WSN3","WSN",1972,23.7
"WSN4","WSN",1973,36.1
"WSN5","WSN",1974,40.8
"WSN6","WSN",1975,27.4
"WSN7","WSN",1976,17.9
"WSN8","WSN",1977,34.9
"WSN9","WSN",1978,33
"WSN10","WSN",1979,42.5
"WSN11","WSN",1980,40.8
"WSN12","WSN",1981,33
"WSN13","WSN",1982,50.9
"WSN14","WSN",1983,47.7
"WSN15","WSN",1984,41.4
"WSN16","WSN",1985,41.4
"WSN17","WSN",1986,39.2
"WSN18","WSN",1987,38.9
"WSN19","WSN",1988,37.4
"WSN20","WSN",1989,34.9
"WSN21","WSN",1990,35.7
"WSN22","WSN",1991,30.1
"WSN23","WSN",1992,39.6
"WSN24","WSN",1993,39.2
"WSN25","WSN",1994,36.5
"WSN26","WSN",1995,30.3
"WSN27","WSN",1996,36
"WSN28","WSN",1997,35.7
"WSN29","WSN",1998,30.9
"WSN30","WSN",1999,30.4
"WSN31","WSN",2000,30.6
"WSN32","WSN",2001,25.6
"WSN33","WSN",2002,35
"WSN34","WSN",2003,32.3
"WSN35","WSN",2004,22.7
"WSN36","WSN",2005,36.1
"WSN37","WSN",2006,27.6
"WSN38","WSN",2007,22.7
"WSN39","WSN",2008,24.7
"WSN40","WSN",2009,24.2
"WSN41","WSN",2010,29.5
"WSN42","WSN",2011,31.5
"WSN43","WSN",2012,47.6
"WSN44","WSN",2013,41.1
"WSN45","WSN",2014,51.5
"WSN46","WSN",2015,43.4
"WSN47","WSN",2016,50.1
"WSN48","WSN",2017,49.5
"NYM","NYM",1962,13.6
"NYM1","NYM",1963,7.2
"NYM2","NYM",1964,18.3
"NYM3","NYM",1965,10.8
"NYM4","NYM",1966,11.7
"NYM5","NYM",1967,19.3
"NYM6","NYM",1968,33.3
"NYM7","NYM",1969,39.7
"NYM8","NYM",1970,43.1
"NYM9","NYM",1971,43.4
"NYM10","NYM",1972,26.8
"NYM11","NYM",1973,34.9
"NYM12","NYM",1974,30.5
"NYM13","NYM",1975,38.5
"NYM14","NYM",1976,47.4
"NYM15","NYM",1977,32
"NYM16","NYM",1978,27.6
"NYM17","NYM",1979,25.7
"NYM18","NYM",1980,20.3
"NYM19","NYM",1981,16.4
"NYM20","NYM",1982,17.2
"NYM21","NYM",1983,21.9
"NYM22","NYM",1984,36
"NYM23","NYM",1985,47
"NYM24","NYM",1986,55.4
"NYM25","NYM",1987,49
"NYM26","NYM",1988,55.7
"NYM27","NYM",1989,46.4
"NYM28","NYM",1990,53.3
"NYM29","NYM",1991,37.1
"NYM30","NYM",1992,31.7
"NYM31","NYM",1993,27.9
"NYM32","NYM",1994,19.2
"NYM33","NYM",1995,31.8
"NYM34","NYM",1996,38.3
"NYM35","NYM",1997,36.8
"NYM36","NYM",1998,37.8
"NYM37","NYM",1999,49.9
"NYM38","NYM",2000,46.5
"NYM39","NYM",2001,33
"NYM40","NYM",2002,33.6
"NYM41","NYM",2003,18.4
"NYM42","NYM",2004,27.4
"NYM43","NYM",2005,38.4
"NYM44","NYM",2006,48
"NYM45","NYM",2007,43.6
"NYM46","NYM",2008,43.4
"NYM47","NYM",2009,26.9
"NYM48","NYM",2010,32.6
"NYM49","NYM",2011,32.2
"NYM50","NYM",2012,33.8
"NYM51","NYM",2013,38.5
"NYM52","NYM",2014,34.9
"NYM53","NYM",2015,46.6
"NYM54","NYM",2016,46.4
"NYM55","NYM",2017,34
"PHI","PHI",1903,16.8
"PHI1","PHI",1904,18.4
"PHI2","PHI",1905,33.1
"PHI3","PHI",1906,25.7
"PHI4","PHI",1907,28.4
"PHI5","PHI",1908,36.7
"PHI6","PHI",1909,31
"PHI7","PHI",1910,34.1
"PHI8","PHI",1911,32
"PHI9","PHI",1912,31
"PHI10","PHI",1913,38.7
"PHI11","PHI",1914,32
"PHI12","PHI",1915,42.4
"PHI13","PHI",1916,38.7
"PHI14","PHI",1917,39.3
"PHI15","PHI",1918,16.3
"PHI16","PHI",1919,20.3
"PHI17","PHI",1920,22.3
"PHI18","PHI",1921,21.5
"PHI19","PHI",1922,26.3
"PHI20","PHI",1923,19.1
"PHI21","PHI",1924,20.6
"PHI22","PHI",1925,23.9
"PHI23","PHI",1926,21.4
"PHI24","PHI",1927,18.1
"PHI25","PHI",1928,11.5
"PHI26","PHI",1929,29
"PHI27","PHI",1930,16.7
"PHI28","PHI",1931,26
"PHI29","PHI",1932,37.1
"PHI30","PHI",1933,24.9
"PHI31","PHI",1934,22.4
"PHI32","PHI",1935,15
"PHI33","PHI",1936,26.9
"PHI34","PHI",1937,21.7
"PHI35","PHI",1938,13.9
"PHI36","PHI",1939,14.3
"PHI37","PHI",1940,20
"PHI38","PHI",1941,13.7
"PHI39","PHI",1942,8.8
"PHI40","PHI",1943,27.5
"PHI41","PHI",1944,31
"PHI42","PHI",1945,15.3
"PHI43","PHI",1946,25.3
"PHI44","PHI",1947,29.8
"PHI45","PHI",1948,24.5
"PHI46","PHI",1949,30.6
"PHI47","PHI",1950,36.6
"PHI48","PHI",1951,34.8
"PHI49","PHI",1952,45.8
"PHI50","PHI",1953,38.9
"PHI51","PHI",1954,39.5
"PHI52","PHI",1955,38.9
"PHI53","PHI",1956,30.8
"PHI54","PHI",1957,34.1
"PHI55","PHI",1958,35.2
"PHI56","PHI",1959,23
"PHI57","PHI",1960,21.5
"PHI58","PHI",1961,19
"PHI59","PHI",1962,31.2
"PHI60","PHI",1963,40.9
"PHI61","PHI",1964,37.8
"PHI62","PHI",1965,38.2
"PHI63","PHI",1966,37.4
"PHI64","PHI",1967,39.9
"PHI65","PHI",1968,25.1
"PHI66","PHI",1969,26.1
"PHI67","PHI",1970,24.9
"PHI68","PHI",1971,25.8
"PHI69","PHI",1972,27.8
"PHI70","PHI",1973,24
"PHI71","PHI",1974,33.9
"PHI72","PHI",1975,49.5
"PHI73","PHI",1976,56.4
"PHI74","PHI",1977,57.3
"PHI75","PHI",1978,51.4
"PHI76","PHI",1979,42.8
"PHI77","PHI",1980,46.6
"PHI78","PHI",1981,29.3
"PHI79","PHI",1982,44.1
"PHI80","PHI",1983,41.7
"PHI81","PHI",1984,48.6
"PHI82","PHI",1985,28.8
"PHI83","PHI",1986,35.1
"PHI84","PHI",1987,31.2
"PHI85","PHI",1988,17.5
"PHI86","PHI",1989,23.5
"PHI87","PHI",1990,32.4
"PHI88","PHI",1991,25.8
"PHI89","PHI",1992,34
"PHI90","PHI",1993,48.7
"PHI91","PHI",1994,21.8
"PHI92","PHI",1995,29.6
"PHI93","PHI",1996,30.6
"PHI94","PHI",1997,28.5
"PHI95","PHI",1998,32.1
"PHI96","PHI",1999,33.3
"PHI97","PHI",2000,28.9
"PHI98","PHI",2001,37.7
"PHI99","PHI",2002,39.3
"PHI100","PHI",2003,44.6
"PHI101","PHI",2004,43.5
"PHI102","PHI",2005,48
"PHI103","PHI",2006,44
"PHI104","PHI",2007,46.1
"PHI105","PHI",2008,50.4
"PHI106","PHI",2009,46.5
"PHI107","PHI",2010,45.1
"PHI108","PHI",2011,54
"PHI109","PHI",2012,44.2
"PHI110","PHI",2013,25.3
"PHI111","PHI",2014,34.1
"PHI112","PHI",2015,22.9
"PHI113","PHI",2016,29.5
"PHI114","PHI",2017,31.1
"PIT","PIT",1903,46.9
"PIT1","PIT",1904,39.7
"PIT2","PIT",1905,41.4
"PIT3","PIT",1906,44.6
"PIT4","PIT",1907,41.5
"PIT5","PIT",1908,39.4
"PIT6","PIT",1909,53.1
"PIT7","PIT",1910,37.8
"PIT8","PIT",1911,44.1
"PIT9","PIT",1912,44.7
"PIT10","PIT",1913,33.8
"PIT11","PIT",1914,27.8
"PIT12","PIT",1915,36
"PIT13","PIT",1916,28.7
"PIT14","PIT",1917,24.3
"PIT15","PIT",1918,32.9
"PIT16","PIT",1919,31.6
"PIT17","PIT",1920,33.4
"PIT18","PIT",1921,39.1
"PIT19","PIT",1922,43
"PIT20","PIT",1923,42.1
"PIT21","PIT",1924,45.8
"PIT22","PIT",1925,47
"PIT23","PIT",1926,39.7
"PIT24","PIT",1927,45.8
"PIT25","PIT",1928,43.1
"PIT26","PIT",1929,39.2
"PIT27","PIT",1930,28.4
"PIT28","PIT",1931,28.4
"PIT29","PIT",1932,32.3
"PIT30","PIT",1933,39.9
"PIT31","PIT",1934,32.6
"PIT32","PIT",1935,43.1
"PIT33","PIT",1936,40.8
"PIT34","PIT",1937,39.2
"PIT35","PIT",1938,42
"PIT36","PIT",1939,32.4
"PIT37","PIT",1940,37.5
"PIT38","PIT",1941,36.1
"PIT39","PIT",1942,28.2
"PIT40","PIT",1943,41.2
"PIT41","PIT",1944,39.3
"PIT42","PIT",1945,42.1
"PIT43","PIT",1946,30.8
"PIT44","PIT",1947,27.4
"PIT45","PIT",1948,33.1
"PIT46","PIT",1949,28.3
"PIT47","PIT",1950,28.6
"PIT48","PIT",1951,27.6
"PIT49","PIT",1952,14.3
"PIT50","PIT",1953,17.8
"PIT51","PIT",1954,18
"PIT52","PIT",1955,19.4
"PIT53","PIT",1956,24.6
"PIT54","PIT",1957,30.5
"PIT55","PIT",1958,39.4
"PIT56","PIT",1959,33.2
"PIT57","PIT",1960,52.1
"PIT58","PIT",1961,39
"PIT59","PIT",1962,40.6
"PIT60","PIT",1963,37.3
"PIT61","PIT",1964,41.2
"PIT62","PIT",1965,48
"PIT63","PIT",1966,48.8
"PIT64","PIT",1967,37
"PIT65","PIT",1968,44
"PIT66","PIT",1969,52.3
"PIT67","PIT",1970,44.8
"PIT68","PIT",1971,51.4
"PIT69","PIT",1972,51.6
"PIT70","PIT",1973,36.2
"PIT71","PIT",1974,47.6
"PIT72","PIT",1975,48.1
"PIT73","PIT",1976,44.1
"PIT74","PIT",1977,45.8
"PIT75","PIT",1978,38.2
"PIT76","PIT",1979,44.5
"PIT77","PIT",1980,38.6
"PIT78","PIT",1981,18.6
"PIT79","PIT",1982,43.4
"PIT80","PIT",1983,39.8
"PIT81","PIT",1984,38.6
"PIT82","PIT",1985,28.8
"PIT83","PIT",1986,32.8
"PIT84","PIT",1987,41.3
"PIT85","PIT",1988,39.7
"PIT86","PIT",1989,35.4
"PIT87","PIT",1990,48.3
"PIT88","PIT",1991,51.2
"PIT89","PIT",1992,41.2
"PIT90","PIT",1993,32.2
"PIT91","PIT",1994,17.9
"PIT92","PIT",1995,20.8
"PIT93","PIT",1996,27.6
"PIT94","PIT",1997,29.1
"PIT95","PIT",1998,28.3
"PIT96","PIT",1999,36.4
"PIT97","PIT",2000,30.3
"PIT98","PIT",2001,23
"PIT99","PIT",2002,23.6
"PIT100","PIT",2003,33
"PIT101","PIT",2004,30.9
"PIT102","PIT",2005,25.1
"PIT103","PIT",2006,25.5
"PIT104","PIT",2007,28.3
"PIT105","PIT",2008,21
"PIT106","PIT",2009,26.7
"PIT107","PIT",2010,15.8
"PIT108","PIT",2011,21.8
"PIT109","PIT",2012,29.5
"PIT110","PIT",2013,46.2
"PIT111","PIT",2014,40.4
"PIT112","PIT",2015,46.2
"PIT113","PIT",2016,30.2
"PIT114","PIT",2017,29.5
"STL","STL",1903,12.6
"STL1","STL",1904,36.7
"STL2","STL",1905,18.5
"STL3","STL",1906,22.2
"STL4","STL",1907,16.8
"STL5","STL",1908,14
"STL6","STL",1909,24.2
"STL7","STL",1910,25.8
"STL8","STL",1911,27.5
"STL9","STL",1912,24.7
"STL10","STL",1913,20.2
"STL11","STL",1914,34.8
"STL12","STL",1915,32.7
"STL13","STL",1916,17.7
"STL14","STL",1917,32.8
"STL15","STL",1918,26.1
"STL16","STL",1919,23.1
"STL17","STL",1920,37
"STL18","STL",1921,43.7
"STL19","STL",1922,36.5
"STL20","STL",1923,33.9
"STL21","STL",1924,32
"STL22","STL",1925,39.1
"STL23","STL",1926,42.1
"STL24","STL",1927,42.9
"STL25","STL",1928,43.2
"STL26","STL",1929,33.2
"STL27","STL",1930,46.5
"STL28","STL",1931,43.3
"STL29","STL",1932,31.8
"STL30","STL",1933,38.9
"STL31","STL",1934,43.7
"STL32","STL",1935,44.4
"STL33","STL",1936,35.1
"STL34","STL",1937,33.1
"STL35","STL",1938,34.4
"STL36","STL",1939,48
"STL37","STL",1940,39.2
"STL38","STL",1941,46.2
"STL39","STL",1942,54
"STL40","STL",1943,56.8
"STL41","STL",1944,59.5
"STL42","STL",1945,43
"STL43","STL",1946,45.8
"STL44","STL",1947,42.4
"STL45","STL",1948,40.3
"STL46","STL",1949,49.3
"STL47","STL",1950,35.6
"STL48","STL",1951,39.9
"STL49","STL",1952,44.7
"STL50","STL",1953,41.7
"STL51","STL",1954,37.5
"STL52","STL",1955,26
"STL53","STL",1956,36.7
"STL54","STL",1957,38.8
"STL55","STL",1958,29.6
"STL56","STL",1959,34.8
"STL57","STL",1960,36.7
"STL58","STL",1961,41.8
"STL59","STL",1962,45.9
"STL60","STL",1963,53.1
"STL61","STL",1964,43.4
"STL62","STL",1965,34.9
"STL63","STL",1966,36.5
"STL64","STL",1967,48.4
"STL65","STL",1968,44.7
"STL66","STL",1969,41.7
"STL67","STL",1970,38.8
"STL68","STL",1971,40.2
"STL69","STL",1972,38.5
"STL70","STL",1973,42.3
"STL71","STL",1974,39.8
"STL72","STL",1975,36.8
"STL73","STL",1976,30.2
"STL74","STL",1977,30.7
"STL75","STL",1978,28.5
"STL76","STL",1979,40.4
"STL77","STL",1980,39.8
"STL78","STL",1981,29.4
"STL79","STL",1982,39.5
"STL80","STL",1983,37.9
"STL81","STL",1984,34.6
"STL82","STL",1985,52.7
"STL83","STL",1986,29
"STL84","STL",1987,39.4
"STL85","STL",1988,34.4
"STL86","STL",1989,48
"STL87","STL",1990,40.7
"STL88","STL",1991,36.3
"STL89","STL",1992,38.8
"STL90","STL",1993,37.5
"STL91","STL",1994,22.9
"STL92","STL",1995,26
"STL93","STL",1996,38.7
"STL94","STL",1997,44.6
"STL95","STL",1998,45.1
"STL96","STL",1999,36.7
"STL97","STL",2000,48.7
"STL98","STL",2001,45.2
"STL99","STL",2002,45.3
"STL100","STL",2003,44.7
"STL101","STL",2004,53.3
"STL102","STL",2005,46.2
"STL103","STL",2006,33.4
"STL104","STL",2007,31.8
"STL105","STL",2008,45.9
"STL106","STL",2009,46.1
"STL107","STL",2010,40.9
"STL108","STL",2011,43.6
"STL109","STL",2012,48
"STL110","STL",2013,45.2
"STL111","STL",2014,42.2
"STL112","STL",2015,46.8
"STL113","STL",2016,41.3
"STL114","STL",2017,43.9
"SDP","SDP",1969,14
"SDP1","SDP",1970,25.9
"SDP2","SDP",1971,25
"SDP3","SDP",1972,12
"SDP4","SDP",1973,13.1
"SDP5","SDP",1974,13.1
"SDP6","SDP",1975,20.4
"SDP7","SDP",1976,28.9
"SDP8","SDP",1977,22.8
"SDP9","SDP",1978,36.9
"SDP10","SDP",1979,29.2
"SDP11","SDP",1980,31.9
"SDP12","SDP",1981,14.2
"SDP13","SDP",1982,31.7
"SDP14","SDP",1983,27.6
"SDP15","SDP",1984,33.5
"SDP16","SDP",1985,35.9
"SDP17","SDP",1986,28.2
"SDP18","SDP",1987,31.7
"SDP19","SDP",1988,39.2
"SDP20","SDP",1989,34.1
"SDP21","SDP",1990,34
"SDP22","SDP",1991,41.5
"SDP23","SDP",1992,46.1
"SDP24","SDP",1993,22.6
"SDP25","SDP",1994,24.1
"SDP26","SDP",1995,26.7
"SDP27","SDP",1996,45.7
"SDP28","SDP",1997,24.5
"SDP29","SDP",1998,41.2
"SDP30","SDP",1999,31.7
"SDP31","SDP",2000,28.3
"SDP32","SDP",2001,30.9
"SDP33","SDP",2002,30.9
"SDP34","SDP",2003,28.2
"SDP35","SDP",2004,44
"SDP36","SDP",2005,39.9
"SDP37","SDP",2006,44.9
"SDP38","SDP",2007,41.1
"SDP39","SDP",2008,32.2
"SDP40","SDP",2009,35.3
"SDP41","SDP",2010,42
"SDP42","SDP",2011,35
"SDP43","SDP",2012,32.5
"SDP44","SDP",2013,31.6
"SDP45","SDP",2014,29.4
"SDP46","SDP",2015,28.2
"SDP47","SDP",2016,29
"SDP48","SDP",2017,21.1
"SFG","SFG",1903,37.6
"SFG1","SFG",1904,54.9
"SFG2","SFG",1905,61.4
"SFG3","SFG",1906,47.9
"SFG4","SFG",1907,42.1
"SFG5","SFG",1908,56.2
"SFG6","SFG",1909,47.3
"SFG7","SFG",1910,51.1
"SFG8","SFG",1911,56
"SFG9","SFG",1912,51.7
"SFG10","SFG",1913,48.9
"SFG11","SFG",1914,43.6
"SFG12","SFG",1915,30.3
"SFG13","SFG",1916,40.5
"SFG14","SFG",1917,46.7
"SFG15","SFG",1918,30.5
"SFG16","SFG",1919,38.3
"SFG17","SFG",1920,42.8
"SFG18","SFG",1921,46.3
"SFG19","SFG",1922,48.9
"SFG20","SFG",1923,42.9
"SFG21","SFG",1924,45.7
"SFG22","SFG",1925,31.3
"SFG23","SFG",1926,33.4
"SFG24","SFG",1927,44.6
"SFG25","SFG",1928,48.2
"SFG26","SFG",1929,41.6
"SFG27","SFG",1930,45
"SFG28","SFG",1931,42.2
"SFG29","SFG",1932,26.9
"SFG30","SFG",1933,38.7
"SFG31","SFG",1934,40.9
"SFG32","SFG",1935,38.2
"SFG33","SFG",1936,40.9
"SFG34","SFG",1937,42.5
"SFG35","SFG",1938,36.9
"SFG36","SFG",1939,33
"SFG37","SFG",1940,30.3
"SFG38","SFG",1941,29.8
"SFG39","SFG",1942,35.3
"SFG40","SFG",1943,17.7
"SFG41","SFG",1944,24.4
"SFG42","SFG",1945,37.3
"SFG43","SFG",1946,26.9
"SFG44","SFG",1947,39.7
"SFG45","SFG",1948,33.8
"SFG46","SFG",1949,36.6
"SFG47","SFG",1950,39.9
"SFG48","SFG",1951,45.4
"SFG49","SFG",1952,38
"SFG50","SFG",1953,30.1
"SFG51","SFG",1954,43.3
"SFG52","SFG",1955,29.9
"SFG53","SFG",1956,27.8
"SFG54","SFG",1957,28.4
"SFG55","SFG",1958,34.2
"SFG56","SFG",1959,38
"SFG57","SFG",1960,36.6
"SFG58","SFG",1961,38.2
"SFG59","SFG",1962,51.5
"SFG60","SFG",1963,46.2
"SFG61","SFG",1964,39.5
"SFG62","SFG",1965,44.6
"SFG63","SFG",1966,44.6
"SFG64","SFG",1967,45.1
"SFG65","SFG",1968,42.4
"SFG66","SFG",1969,43.9
"SFG67","SFG",1970,38.3
"SFG68","SFG",1971,42.4
"SFG69","SFG",1972,32.6
"SFG70","SFG",1973,40
"SFG71","SFG",1974,25.8
"SFG72","SFG",1975,29.9
"SFG73","SFG",1976,25.4
"SFG74","SFG",1977,30.6
"SFG75","SFG",1978,39
"SFG76","SFG",1979,17.2
"SFG77","SFG",1980,24.8
"SFG78","SFG",1981,22.9
"SFG79","SFG",1982,33.8
"SFG80","SFG",1983,32.7
"SFG81","SFG",1984,26.4
"SFG82","SFG",1985,25.7
"SFG83","SFG",1986,42.1
"SFG84","SFG",1987,43.9
"SFG85","SFG",1988,43.5
"SFG86","SFG",1989,43.2
"SFG87","SFG",1990,34.4
"SFG88","SFG",1991,31.4
"SFG89","SFG",1992,28.3
"SFG90","SFG",1993,49.7
"SFG91","SFG",1994,22.1
"SFG92","SFG",1995,29
"SFG93","SFG",1996,29
"SFG94","SFG",1997,39.6
"SFG95","SFG",1998,45.3
"SFG96","SFG",1999,34.6
"SFG97","SFG",2000,51.2
"SFG98","SFG",2001,51.1
"SFG99","SFG",2002,56.4
"SFG100","SFG",2003,47.5
"SFG101","SFG",2004,42.1
"SFG102","SFG",2005,30.3
"SFG103","SFG",2006,32.3
"SFG104","SFG",2007,31.1
"SFG105","SFG",2008,31.2
"SFG106","SFG",2009,39.9
"SFG107","SFG",2010,47.6
"SFG108","SFG",2011,39.8
"SFG109","SFG",2012,44.4
"SFG110","SFG",2013,38.7
"SFG111","SFG",2014,37.2
"SFG112","SFG",2015,43.5
"SFG113","SFG",2016,45.8
"SFG114","SFG",2017,28.2
